Cruise,Station,Target Asset,Start Latitude [degrees],Start Longitude [degrees],Start time [UTC],Cast,Cast Flag,Bottom depth at start positioning [m],CTD file,CTD file flag,Niskin/ Bottle Position,Niskin Flag,CTD Bottle Closure Time [UTC],CTD Pressure [db],CTD Pressure Flag,CTD Depth [m],CTD Latitude [deg],CTD Longitude [deg],CTD Temperature 1 [deg C],CTD Temperature 1 Flag,CTD Temperature 2 [deg C],CTD Temperature 2 Flag,CTD Conductivity 1 [S/m],CTD Conductivity 1 Flag,CTD Conductivity 2 [S/m],CTD Conductivity 2 Flag,"CTD Salinity 1, uncorrected [psu]","CTD salinity 2, uncorrected [psu]","CTD Oxygen, uncorrected [mL/L]",CTD Oxygen Flag,CTD Oxygen Saturation [mL/L],CTD Fluorescense [mg/m ^ 3],CTD Fluorescense Flag,CTD Beam Attenuation [1/m],CTD Beam Transmission [%],CTD Beam Transmissometer Flag,CTD pH,CTD pH Flag,Discrete Oxygen [mL/L],Discrete Oxygen Flag,Discrete Oxygen Duplicate Flag,Discrete Chlorophyll [ug/L],Discrete Phaeopigment [ug/L],Discrete Fo/Fa Ratio,Discrete Flourescence Flag,Discrete Flourescence Duplicate Flag,Discrete Phosphate [uM],Discrete Silicate [uM],Discrete Nitrate [uM],Discrete Nitrite [uM],Discrete Ammonium [uM],Discrete Nutrients Flag,Discrete Nutrients Duplicate Flag,Discrete Salinity [psu],Discrete Salinity flag,Discrete Salinity Duplicate Flag,Discrete Alkalinity [µmol/kg],Discrete Alkalinity Flag,Discrete Alkalinity Duplicate Flag,Discrete DIC [µmol/kg],Discrete DIC Flag,Discrete DIC Duplicate Flag,Discrete pCO2 [µatm],Discrete pCO2 Flag,Discrete pCO2 Duplicate Flag,Discrete pH,pH Analysis Temp [C],Discrete pH Flag,Discrete pH Duplicate Flag,Calculated Alkalinity [µmol/kg],Calculated CO2aq [µmol/kg],Calculated bicarb [µmol/kg],Calculated CO3 [µmol/kg],Calculated pH,Calculated Omega-C,Calculated Omega-A,Calculated Carbon Flag,Calculated Carbon Duplicate Flag
AT4212,1000m E of Axial Base Deep Profiler / 550m E of Axial Base Shallow Profiler,RS03AXPD,45.82950,-129.74617,2019-06-17T22:27:51.000Z,CTD-007,0000000000000100,2624,AT4212_CTD-007,0000000000000100,22,0000000000000100,2019-06-18T00:50:20.000Z,51.316,0000000001000100,50.889,45.82956,-129.74614,11.2110,0000000000000100,11.2131,0000000000000100,3.664595,0000000000000100,3.665214,0000000000000100,32.4089,32.4131,6.4701,0000000011000100,6.25491,1.165900,0000000011000100,0.0870,97.8495,0000000001000100,-9999999,0000000001000100,7.222671,0000000000000100,0000000000000100,0.1915,0.0667,1.7477,0000000000000100,0000000000000100,0.5700,1.7007,1.8047,0.0448,0.2874,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT4212,1000m E of Axial Base Deep Profiler / 550m E of Axial Base Shallow Profiler,RS03AXPD,45.82950,-129.74617,2019-06-17T22:27:51.000Z,CTD-007,0000000000000100,2624,AT4212_CTD-007,0000000000000100,23,0000000000000100,2019-06-18T00:54:40.000Z,2.601,0000000001000100,2.579,45.82956,-129.74614,14.5341,0000000000000100,14.5389,0000000000000100,3.963805,0000000010000100,3.437925,0000000010000100,32.4119,32.4132,6.1319,0000000011000100,5.83819,0.419400,0000000011000100,0.1062,97.3788,0000000001000100,-9999999,0000000001000100,6.750292,0000000000000100,0000000000000100,0.2037,0.0322,1.8706,0000000000000100,0000000000000100,0.5539,0.9505,1.6795,0.0370,0.2323,0000000010000100,0000000010000100,32.4157,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT4212,1000m E of Axial Base Deep Profiler / 550m E of Axial Base Shallow Profiler,RS03AXPD,45.82950,-129.74617,2019-06-17T22:27:51.000Z,CTD-007,0000000000000100,2624,AT4212_CTD-007,0000000000000100,24,0000000000000100,2019-06-18T00:54:51.000Z,2.603,0000000001000100,2.582,45.82956,-129.74613,14.5415,0000000000000100,14.5433,0000000000000100,3.964485,0000000000000100,3.964740,0000000000000100,32.4120,32.4128,6.1237,0000000011000100,5.83732,0.397700,0000000011000100,0.1062,97.3810,0000000001000100,-9999999,0000000001000100,6.798694,0000000000000100,0000000000000100,0.2014,0.0304,1.8759,0000000000000100,0000000000000100,0.5484,0.9981,1.6738,0.0454,0.2311,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT4212,250m W of Oregon Offshore Shallow Profiler,CE04OSPS,44.37417,-124.95967,2019-06-24T05:30:10.000Z,CTD-008,0000001000000001,579,AT4212_CTD-008,0000000000000100,1,0000000000000100,2019-06-24T05:52:23.000Z,569.312,0000000001000100,563.948,44.37420,-124.95964,5.0367,0000000000000100,5.0374,0000000000000100,3.302248,0000000000000100,3.302434,0000000000000100,34.1663,34.1677,0.4945,0000000011000100,7.10659,0.028400,0000000001000100,0.0779,98.0716,0000000001000100,7.552,0000000001000100,0.320831,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT4212,250m W of Oregon Offshore Shallow Profiler,CE04OSPS,44.37417,-124.95967,2019-06-24T05:30:10.000Z,CTD-008,0000001000000001,579,AT4212_CTD-008,0000000000000100,2,0000000000000100,2019-06-24T05:53:08.000Z,569.402,0000000001000100,564.037,44.37420,-124.95965,5.0358,0000000000000100,5.0359,0000000000000100,3.302182,0000000010000100,3.437925,0000000010000100,34.1665,34.1680,0.4950,0000000001000100,7.10674,0.031100,0000000001000100,0.0786,98.0554,0000000001000100,7.552,0000000001000100,-9999999,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,34.1675,0000000010000101,0000000010000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT4212,250m W of Oregon Offshore Shallow Profiler,CE04OSPS,44.37417,-124.95967,2019-06-24T05:30:10.000Z,CTD-008,0000001000000001,579,AT4212_CTD-008,0000000000000100,3,0000000000000100,2019-06-24T06:04:01.000Z,403.292,0000000001000100,399.652,44.37420,-124.95962,5.8528,0000000000000100,5.8524,0000000000000100,3.359012,0000000000000100,3.359131,0000000000000100,34.0692,34.0710,1.0320,0000000011000100,6.97556,0.020600,0000000001000100,0.0464,98.8481,0000000001000100,7.597,0000000001000100,0.871599,0000000000000100,0000000000001000,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT4212,250m W of Oregon Offshore Shallow Profiler,CE04OSPS,44.37417,-124.95967,2019-06-24T05:30:10.000Z,CTD-008,0000001000000001,579,AT4212_CTD-008,0000000000000100,3,0000000000000100,2019-06-24T06:04:01.000Z,403.292,0000000001000100,399.652,44.37420,-124.95962,5.8528,0000000000000100,5.8524,0000000000000100,3.359012,0000000000000100,3.359131,0000000000000100,34.0692,34.0710,1.0320,0000000011000100,6.97556,0.020600,0000000001000100,0.0464,98.8481,0000000001000100,7.597,0000000001000100,0.874927,0000000000000100,0000000000001000,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT4212,250m W of Oregon Offshore Shallow Profiler,CE04OSPS,44.37417,-124.95967,2019-06-24T05:30:10.000Z,CTD-008,0000001000000001,579,AT4212_CTD-008,0000000000000100,5,0000000000000100,2019-06-24T06:13:41.000Z,221.646,0000000001000100,219.741,44.37420,-124.95962,6.4847,0000000000000100,6.4800,0000000000000100,3.401748,0000000000000100,3.401790,0000000000000100,34.0054,34.0105,1.5975,0000000001000100,6.87657,0.027700,0000000001000100,0.0317,99.2094,0000000001000100,7.653,0000000001000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2.4138,51.8663,35.7289,0.0205,0.0000,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2287.938061,0000000000000100,0000000000000100,1059,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,2312.18,52.68,2184.64,50.62,7.644,1.125,0.728,0000000000000100,0000000000000100
AT4212,250m W of Oregon Offshore Shallow Profiler,CE04OSPS,44.37417,-124.95967,2019-06-24T05:30:10.000Z,CTD-008,0000001000000001,579,AT4212_CTD-008,0000000000000100,6,0000000000000100,2019-06-24T06:17:26.000Z,201.466,0000000001000100,199.745,44.37420,-124.95964,6.7995,0000000000000100,6.7969,0000000000000100,3.427375,0000000000000100,3.427274,0000000000000100,33.9865,33.9880,1.7548,0000000001000100,6.82761,0.022000,0000000001000100,0.0512,98.7275,0000000001000100,7.671,0000000001000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2.3566,49.9145,34.7523,0.0286,0.0000,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,0000000000000010,0000000000000100,-9999999,0000000000000010,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,0000000000000010,0000000000000100
AT4212,250m W of Oregon Offshore Shallow Profiler,CE04OSPS,44.37417,-124.95967,2019-06-24T05:30:10.000Z,CTD-008,0000001000000001,579,AT4212_CTD-008,0000000000000100,7,0000000000000100,2019-06-24T06:19:56.000Z,181.160,0000000001000100,179.621,44.37420,-124.95962,6.9296,0000000000000100,6.9297,0000000000000100,3.437421,0000000010000100,3.437925,0000000010000100,33.9785,33.9800,1.7868,0000000001000100,6.80759,0.017300,0000000001000100,0.0603,98.5049,0000000001000100,7.671,0000000001000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2.3393,48.9103,34.2400,0.0610,0.0000,0000000010000100,0000000010000100,33.9794,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,2252.918742,0000000000000100,0000000000000100,1007.8,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,2283.8,49.36,2150.87,52.69,7.662,1.181,0.764,0000000000000100,0000000000000100
AT4212,250m W of Oregon Offshore Shallow Profiler,CE04OSPS,44.37417,-124.95967,2019-06-24T05:30:10.000Z,CTD-008,0000001000000001,579,AT4212_CTD-008,0000000000000100,8,0000000000000100,2019-06-24T06:22:31.000Z,161.446,0000000001000100,160.082,44.37420,-124.95962,7.2004,0000000000000100,7.1959,0000000000000100,3.459108,0000000000000100,3.458831,0000000000000100,33.9588,33.9602,1.9359,0000000001000100,6.76635,0.021200,0000000001000100,0.0653,98.3813,0000000001000100,7.689,0000000001000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2.2631,45.5431,33.0737,0.0607,-0.0001,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT4212,250m W of Oregon Offshore Shallow Profiler,CE04OSPS,44.37417,-124.95967,2019-06-24T05:30:10.000Z,CTD-008,0000001000000001,579,AT4212_CTD-008,0000000000000100,9,0000000000000100,2019-06-24T06:24:51.000Z,141.101,0000000001000100,139.915,44.37420,-124.95962,7.6289,0000000000000100,7.6488,0000000000000100,3.493511,0000000010000100,3.437925,0000000010000100,33.9226,33.9208,2.2749,0000000001000100,6.70224,0.020600,0000000001000100,0.0482,98.8033,0000000001000100,7.723,0000000001000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2.1090,39.4301,30.9272,0.0505,-0.0001,0000000010000100,0000000010000100,33.9226,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,2251.257494,0000000000000100,0000000000000100,941.72,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,2294.32,45.04,2148.12,58.1,7.695,1.313,0.851,0000000000000100,0000000000000100
AT4212,250m W of Oregon Offshore Shallow Profiler,CE04OSPS,44.37417,-124.95967,2019-06-24T05:30:10.000Z,CTD-008,0000001000000001,579,AT4212_CTD-008,0000000000000100,11,0000000000000100,2019-06-24T06:27:42.000Z,121.172,0000000001000100,120.160,44.37419,-124.95962,8.3156,0000000000000100,8.2967,0000000000000100,3.544736,0000000000000100,3.543396,0000000000000100,33.8156,33.8196,2.7741,0000000001000100,6.60389,0.020400,0000000001000100,0.0315,99.2155,0000000001000100,7.772,0000000001000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,1.9379,32.1637,28.0280,0.0167,-0.0001,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2206.27135,0000000000000100,0000000000000100,873.04,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,2259.61,40.81,2103.53,61.93,7.722,1.407,0.912,0000000000000100,0000000000000100
AT4212,250m W of Oregon Offshore Shallow Profiler,CE04OSPS,44.37417,-124.95967,2019-06-24T05:30:10.000Z,CTD-008,0000001000000001,579,AT4212_CTD-008,0000000000000100,13,0000000000000100,2019-06-24T06:30:44.000Z,101.308,0000000001000100,100.467,44.37420,-124.95963,8.5708,0000000000000100,8.5703,0000000000000100,3.551506,0000000010000100,3.437925,0000000010000100,33.6523,33.6532,3.3588,0000000001000100,6.57328,0.034700,0000000001000100,0.0282,99.2990,0000000001000100,7.831,0000000001000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,1.7617,26.7343,25.2106,0.0330,-0.0001,0000000010000100,0000000010000100,33.6780,0000000010000101,0000000010000100,-9999999,-9999999,-9999999,2181.024132,0000000000000100,0000000000000100,779.42,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,2248.54,36.15,2076.65,68.22,7.768,1.558,1.01,0000000000000100,0000000000000100
AT4212,250m W of Oregon Offshore Shallow Profiler,CE04OSPS,44.37417,-124.95967,2019-06-24T05:30:10.000Z,CTD-008,0000001000000001,579,AT4212_CTD-008,0000000000000100,15,0000000000001000,2019-06-24T06:33:45.000Z,81.429,0000000001000100,80.757,44.37420,-124.95964,8.5902,0000000000000100,8.5877,0000000000000100,3.526910,0000000000000100,3.527149,0000000000000100,33.3841,33.3890,3.9291,0000000011000100,6.58189,0.141900,0000000001000100,0.0304,99.2422,0000000001000100,7.878,0000000001000100,3.960389,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,1.5892,21.6925,22.0867,0.0381,-0.0001,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT4212,250m W of Slope Base Shallow Profiler,RS01SBPS,44.52900,-125.39283,2019-06-27T19:19:43.000Z,CTD-009,0000000000000100,2911,AT4212_CTD-009,0000000000000110,-9999999,-9999999,-9999999,-9999999,0000000001000100,-9999999,-9999999,-9999999,-9999999,0000000000000100,-9999999,0000000000000100,-9999999,0000000000000100,-9999999,0000000000000100,-9999999,-9999999,-9999999,0000000001000100,-9999999,-9999999,0000000001000100,-9999999,-9999999,0000000001000100,-9999999,0000000001000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT4212,250m W of Slope Base Shallow Profiler,RS01SBPS,44.52900,-125.39283,2019-06-27T19:38:18.000Z,CTD-010,0000000000000100,2911,AT4212_CTD-010,0000000000000100,1,0000000000000100,2019-06-27T19:46:44.000Z,222.970,0000000001000100,221.050,44.52896,-125.39284,6.9000,0000000000000100,6.9009,0000000000000100,3.437664,0000000010000100,3.437925,0000000010000100,33.9900,33.9909,1.7598,0000000001000100,6.81170,0.023300,0000000001000100,0.0791,98.0421,0000000001000100,7.727,0000000011000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2.3529,48.8944,34.6568,0.0153,0.0000,0000000010000100,0000000010000100,33.9931,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,2269.84682,0000000000000100,0000000000000100,1010.11,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,2301.23,49.53,2167.1,53.22,7.662,1.183,0.766,0000000000000100,0000000000000100
AT4212,250m W of Slope Base Shallow Profiler,RS01SBPS,44.52900,-125.39283,2019-06-27T19:38:18.000Z,CTD-010,0000000000000100,2911,AT4212_CTD-010,0000000000000100,3,0000000000000100,2019-06-27T19:49:35.000Z,203.533,0000000001000100,201.790,44.52898,-125.39284,7.0419,0000000000000100,7.0375,0000000000000100,3.448736,0000000010000100,3.437925,0000000010000100,33.9809,33.9830,1.8472,0000000001000100,6.78996,0.021300,0000000001000100,0.0772,98.0883,0000000001000100,7.732,0000000011000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2.3176,47.3203,34.1171,0.0161,0.0000,0000000010000100,0000000010000100,33.9827,0000000010000101,0000000010000100,-9999999,-9999999,-9999999,2260.130915,0000000000000100,0000000000000100,970.48,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,2296.83,47.35,2157.49,55.29,7.679,1.234,0.799,0000000000000100,0000000000000100
AT4212,250m W of Slope Base Shallow Profiler,RS01SBPS,44.52900,-125.39283,2019-06-27T19:38:18.000Z,CTD-010,0000000000000100,2911,AT4212_CTD-010,0000000000000100,5,0000000000000100,2019-06-27T19:52:14.000Z,183.435,0000000001000100,181.873,44.52896,-125.39284,7.2625,0000000000000100,7.2607,0000000000000100,3.466335,0000000010000100,3.437925,0000000010000100,33.9660,33.9678,2.0144,0000000011000100,6.75644,0.017500,0000000001000100,0.0698,98.2697,0000000001000100,7.745,0000000011000100,1.932508,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,2.2440,44.3195,33.1252,0.0168,0.0000,0000000010000100,0000000010000100,33.9679,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,2240.491124,0000000000000100,0000000000000100,978.8,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,2276.04,47.4,2138.65,54.44,7.673,1.22,0.79,0000000000000100,0000000000000100
AT4212,250m W of Slope Base Shallow Profiler,RS01SBPS,44.52900,-125.39283,2019-06-27T19:38:18.000Z,CTD-010,0000000000000100,2911,AT4212_CTD-010,0000000000000100,6,0000000000000100,2019-06-27T19:52:38.000Z,183.489,0000000001000100,181.927,44.52896,-125.39283,7.2651,0000000000000100,7.2637,0000000000000100,3.466584,0000000000000100,3.466607,0000000000000100,33.9661,33.9677,2.0149,0000000011000100,6.75603,0.026400,0000000001000100,0.0684,98.3042,0000000001000100,7.750,0000000001000100,2.007310,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT4212,250m W of Slope Base Shallow Profiler,RS01SBPS,44.52900,-125.39283,2019-06-27T19:38:18.000Z,CTD-010,0000000000000100,2911,AT4212_CTD-010,0000000000000100,7,0000000000000100,2019-06-27T19:54:47.000Z,162.754,0000000001000100,161.376,44.52896,-125.39284,7.5578,0000000000000100,7.5487,0000000000000100,3.489415,0000000010000100,3.437925,0000000010000100,33.9374,33.9398,2.2556,0000000001000100,6.71242,0.017000,0000000001000100,0.0613,98.4793,0000000001000100,7.773,0000000011000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2.1435,40.6875,31.5477,0.0162,0.0000,0000000010000100,0000000010000100,33.9379,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,2234.489195,0000000000000100,0000000000000100,899.32,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,2282.1,43.11,2131.69,59.68,7.711,1.343,0.87,0000000000000100,0000000000000100
AT4212,250m W of Slope Base Shallow Profiler,RS01SBPS,44.52900,-125.39283,2019-06-27T19:38:18.000Z,CTD-010,0000000000000100,2911,AT4212_CTD-010,0000000000000100,9,0000000000000100,2019-06-27T19:57:19.000Z,142.842,0000000001000100,141.639,44.52897,-125.39284,7.8695,0000000000000100,7.8665,0000000000000100,3.514024,0000000010000100,3.437925,0000000010000100,33.9086,33.9106,2.4831,0000000001000100,6.66646,0.024600,0000000001000100,0.0591,98.5338,0000000001000100,7.796,0000000011000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2.0506,37.5492,30.0516,0.0187,0.0000,0000000010000100,0000000010000100,33.9107,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,2238.6149,0000000000000100,0000000000000100,906.14,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,2287.12,42.98,2135.32,60.31,7.71,1.363,0.883,0000000000000100,0000000000000100
AT4212,250m W of Slope Base Shallow Profiler,RS01SBPS,44.52900,-125.39283,2019-06-27T19:38:18.000Z,CTD-010,0000000000000100,2911,AT4212_CTD-010,0000000000000100,11,0000000000000100,2019-06-27T19:59:43.000Z,122.678,0000000001000100,121.651,44.52896,-125.39284,8.3276,0000000000000100,8.3268,0000000000000100,3.547998,0000000010000100,3.437925,0000000010000100,33.8380,33.8396,2.8614,0000000011000100,6.60116,0.009300,0000000001000100,0.0467,98.8392,0000000001000100,7.836,0000000011000100,2.820369,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,1.9080,31.5693,27.7188,0.0191,0.0000,0000000010000100,0000000010000100,33.8435,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,2216.273745,0000000000000100,0000000000000100,800.08,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,2282.08,37.38,2110.79,68.11,7.762,1.546,1.003,0000000000000100,0000000000000100
AT4212,250m W of Slope Base Shallow Profiler,RS01SBPS,44.52900,-125.39283,2019-06-27T19:38:18.000Z,CTD-010,0000000000000100,2911,AT4212_CTD-010,0000000000000100,12,0000000000000100,2019-06-27T20:00:12.000Z,122.638,0000000001000100,121.612,44.52896,-125.39284,8.3274,0000000000000100,8.3261,0000000000000100,3.547987,0000000000000100,3.548038,0000000000000100,33.8381,33.8399,2.8564,0000000011000100,6.60118,0.018700,0000000001000100,0.0469,98.8361,0000000001000100,7.840,0000000001000100,2.788812,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT4212,250m W of Slope Base Shallow Profiler,RS01SBPS,44.52900,-125.39283,2019-06-27T19:38:18.000Z,CTD-010,0000000000000100,2911,AT4212_CTD-010,0000000000000100,13,0000000000000100,2019-06-27T20:02:14.000Z,102.540,0000000001000100,101.687,44.52896,-125.39284,8.8467,0000000000000100,8.8450,0000000000000100,3.575442,0000000010000100,3.437925,0000000010000100,33.6408,33.6424,3.2757,0000000001000100,6.53352,0.030000,0000000011000100,0.0489,98.7843,0000000001000100,7.875,0000000011000100,-9999999,-9999999,-9999999,0.0308,0.0560,1.3581,0000000000000100,0000000000000100,1.7659,26.5636,24.9103,0.0236,0.0000,0000000010000100,0000000010000100,33.6731,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,2184.089544,0000000000000100,0000000000000100,789.79,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,2251.53,36.3,2079.45,68.34,7.764,1.561,1.013,0000000000000100,0000000000000100
AT4212,250m W of Slope Base Shallow Profiler,RS01SBPS,44.52900,-125.39283,2019-06-27T19:38:18.000Z,CTD-010,0000000000000100,2911,AT4212_CTD-010,0000000000000100,15,0000000000000100,2019-06-27T20:04:34.000Z,82.778,0000000001000100,82.094,44.52896,-125.39284,8.9077,0000000000000100,8.9058,0000000000000100,3.545319,0000000010000100,3.437925,0000000010000100,33.2777,33.2778,4.2171,0000000001000100,6.54004,0.167700,0000000011000100,0.0517,98.7164,0000000001000100,7.966,0000000011000100,-9999999,-9999999,-9999999,0.1077,0.0719,1.6046,0000000000000100,0000000000000100,1.4852,18.6876,19.7613,0.0295,0.0000,0000000010000100,0000000010000100,33.3453,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,2142.74612,0000000000000100,0000000000000100,637.72,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,2235.63,29.31,2032.87,80.57,7.848,1.852,1.202,0000000000000100,0000000000000100
AT4212,250m W of Slope Base Shallow Profiler,RS01SBPS,44.52900,-125.39283,2019-06-27T19:38:18.000Z,CTD-010,0000000000000100,2911,AT4212_CTD-010,0000000000000100,17,0000000000000100,2019-06-27T20:06:52.000Z,62.564,0000000001000100,62.049,44.52896,-125.39284,8.8971,0000000000000100,8.8968,0000000000000100,3.500200,0000000010000100,3.437925,0000000010000100,32.8263,32.8267,5.2860,0000000001000100,6.56071,0.447500,0000000011000100,0.0688,98.2947,0000000001000100,8.076,0000000011000100,-9999999,-9999999,-9999999,0.3084,0.1492,1.6795,0000000000000100,0000000000000100,1.0852,10.2730,12.2521,0.0777,0.0000,0000000010000100,0000000010000100,32.8436,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,2078.553824,0000000000000100,0000000000000100,478.45,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,2206.28,22.06,1957.78,98.72,7.958,2.287,1.484,0000000000000100,0000000000000100
